review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R1KC8HAMT24SLL,B09NWBZ7T3,2.0 out of 5 stars Beautiful Gowns,M. H. MO,2,"Like Aretha said about Taylor, gorgeous gowns. This speaker is so lovely to look at, sturdy and smooth in sound. But lack of basic functions make it a waste of money, especially as it wastes so much time. It usually powers on at full volume, no matter how volume is adjusted on the device it’s connected to.And adjusting volume from your device is randomly not an option. also you need to download an app to use it at all. If more than one device has it saved, you don’t get to decide which device the speaker will connect to. Mid-play, the speaker will switch to the other device, then in order to switch back, you’d have to forget the speaker on one device or turn off Bluetooth. It takes a very particular situation for uninterrupted and dramatic comedy-free playback. I already spent way too much money and time to switch out so I am now on a journey of learning to let this thing helo me laugh at myself LOL.","Reviewed in the United States May 10, 2024",AGDYCI2PZ6BZV5TQ42VAJKN3O6UQ,True,2,Color: ChestnutStyle: Bluetooth speaker
R16YFTNSO98JTM,B09NWBZ7T3,2.0 out of 5 stars Awesome! (…for a year…),alrightalrightalright,2,"I’m super picky about my Bluetooth speakers. I used to have a wonderboom and was happy with it until it finally croaked. I wanted something with long battery life, that was waterproof and decently rugged, and that had good sound quality. I initially bought another wonderboom but hated it! I did tons of research because I needed to replace it with something. I bring my little speaker everywhere and use it all the time. I’m so glad I gave this a shot. It’s perfect for my needs. I expected good sound quality, but I think that the sound quality on the Beosound Explore is *great* when you consider where it’s coming from. Everything is super balanced, and the app is useful if you want to do a bit of “fine tuning” to the EQ. It charges via USB-C. And I love that it comes with a little strap and carabiner. I use that all the time, actually, and it’s super convenient. The design and craftsmanship on the whole is stunning, and something I really appreciate. I feel like the machined aluminum casing probably lends to the sound quality this little thing can produce, but I’m not a sound engineer so this is just speculation. I got this for a steal of a deal on prime day - I think I paid like $130. For that price, I don’t think there’s anything better. If this speaker had a microphone, I think that would take it to the next level and make it worthy of some extra cash, but it’s not something I really need. My only two gripes are the design of the top - it collects water since there is a lip around the edge. The other is that it did sound a little “tinny” once when I probably turned the volume up way too much on one particular song - by way too much, I mean all the way up, like 100%. So unless you frequently do that, you’ll probably never experience it.Update 1 year and 2 months later - the speaker has started failing. It is distorting whatever audio I try to play. I have not done anything crazy with this - it’s never been dropped or exposed to any really extreme environments. Super upset as now I need to find a new portable Bluetooth speaker, and I won’t be going with B&O this time :(","Reviewed in the United States January 6, 2023",AG2NJCF7CFJ5FYZFKXRSFHKZR5JA,True,23,Color: Grey MistStyle: Bluetooth speaker
R2FW375ZMICOER,B09NWBZ7T3,4.0 out of 5 stars It Will Do,Susan W,4,"There are alot of options for portable speakers out there around the $150 range and here are my thoughts on a few:UE Boom 3 - sounds tingy (couldn't see much positive after that)JBL Flip 6 - truly waterproof, have submerged completely in the pool and still works, often on sale, not going to break my heart if gets banged up. bigger distinction between audio segments vs Flip 4 (personally I'm a JBL fan, have lots of their products, IMO the best sound for the amount spend)Bose Soundlink Flex - compared to earlier Soundlink models, it cheapened on the material. no EQ option in app. it beautifies the sound especially the midrangeBang & Olufsen Beosound Explore - really like the anodized aluminum exterior, due to color of speaker, controls are hard to see in dark, agree with other reviewers, bass is lacking even adjusted via app. midrange sounds good. however highs seems to be a hit or miss depending on the song/singer","Reviewed in the United States September 7, 2022",AGQCXQACYJAVTXL4MAJT5UCWOMNA,True,21,Color: Black AnthraciteStyle: Bluetooth speaker
R3T1FZB2TL5RGE,B09NWBZ7T3,4.0 out of 5 stars Muy buen sonido y comodidad para transportar,Juan L.,4,El sonido,"Reviewed in the United States January 30, 2024",AGQ65UCDP6TER27HTQMUIIWSPEWQ,True,1,Color: NavyStyle: Bluetooth speaker
R2492PJWV966YT,B09NWBZ7T3,5.0 out of 5 stars Great speaker!,Andrew,5,"I really like this speaker!I had Bose revolve for three years and it died, so I am in search for a portable speaker.My checklist:-Portable-waterproof-sound qualityI tried some options, Sonos roam, Marshall Emberton, Bose’s revolve+ II, B&Q’s A1 generation 2, and Explore.I recommend everybody planning to obtain a speaker to try and to actually listen the sound themselves instead of reading tons of biased reviews online.I mainly need this speaker to be in the shower and tennis court. I mainly listen to classical music and popular music.I pick Explore because it has the ability to present the music I love in a very good and pleasant way.Sound quality:Bose’s sound is nice, but it is too emphasized on bass that the music became incorrect. Sonos’ Roam is a close runner-up, but it’s sound is too soft in the bass and too puncture in the middle. Emberton is great for the popular music but for classical music, some wind instruments sound a bit wrong. The A1 from B&Q is surprisingly a bit spread out that the focus went too far. Explore is a small speaker that has the fault of closed up sound that every small speaker has, but it shows the ability to produce a pleasant balance that I love.Functions:The last thing I want is they recording my shower singing in those Alexa/Siri enable smart speaker, so this speaker is best for privacy concerns.I recommend you download the app and play around to find the sound you like! For me it’s a tad between warm and energetic shown in the picture.","Reviewed in the United States July 29, 2021",AEL6F4HSUCDRWGUO44A2VKNRDE2A,True,52,Color: GreenStyle: Bluetooth speaker
R18SXSGS30V8L4,B09NWBZ7T3,5.0 out of 5 stars Wow Wow Wow. Great sound and long battery life,Seaside,5,This is an amazing speaker. First it is made of aluminum and super sturdy. Dust and water proof. Feels great holding it. The sound is amazing and plenty of volume. Battery life is excellent. Played it for hours and it is still going. Wow you can’t get a better portable Bluetooth speaker. Compact yet super powerful. Everyone who heard this speaker was impressed.,"Reviewed in the United States January 6, 2024",AFVFZJEQKIYCXDNPWY2KYN34FXBA,True,3,Color: Grey MistStyle: Bluetooth speaker
R1FX7KQPFW6E52,B09NWBZ7T3,5.0 out of 5 stars Excellent,TT,5,Excellent little speaker for listening in the bathroom or shower.,"Reviewed in the United States April 12, 2024",AHMVDB2HED3VDK37COUJI437DTYA,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R11JLB6Z0CW9DW,B09NWBZ7T3,5.0 out of 5 stars great sound out of small space,D. Pence,5,I put this on the floor of my sauna ....seems to work great so far.,"Reviewed in the United States April 3, 2024",AHWYQ6M4OSQBVKV3WOHNMYM2S2SQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R2H7TK44GO99Y3,B09NWBZ7T3,3.0 out of 5 stars Not bad for a small spesker,Amazon Customer,3,"Not bad for a small speaker, but hanging to use the app instead of just a Bluetooth link is a bit of a pain.","Reviewed in the United States March 17, 2024",AH446TMFNYMUZ3IAQSP7X2INN6FA,True,1,Color: Grey MistStyle: Bluetooth speaker
RQKKBU615SX1U,B09NWBZ7T3,5.0 out of 5 stars Fantastic little speaker,Mark J,5,Sounds great! It small and has an amazing design. Play around with the eq in the app to get the best sound for you. Amazing battery life.,"Reviewed in the United States February 24, 2024",AHSDZOFSCFK5ADM2LEPS37D7KN7A,True,2,Color: Black AnthraciteStyle: Bluetooth speaker
R31GDGFZ3KAWSX,B09NWBZ7T3,5.0 out of 5 stars Totalmente recomendable.,O Martinez Carrasco,5,Gran producto y sonido en tamaño compacto.,"Reviewed in the United States April 2, 2024",AGNVCCQ2PYLTS6PNCFTVKHOPFXRQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R2M0Y1AU01JPVT,B09NWBZ7T3,5.0 out of 5 stars No burden anywhere to use,Changyong Ahn,5,"It is really nice product anywhere to use even biz trip.I really want to use this product before, and when i used it, its effectiveness satisfy for me.","Reviewed in the United States February 18, 2024",AGET3YUDBE3RJPCBS6RJHO77LRJQ,True,3,Color: Grey MistStyle: Bluetooth speaker
R854W7RG0O71V,B09NWBZ7T3,3.0 out of 5 stars Change sounds !!!,Nanoman,3,"The factory default mix would lead one to believe the sound quality is complete garbage. I almost requested a refund before wondering if the app has an ability to change around the sounds, and it does. Not as amazing as other portable speakers but decent.","Reviewed in the United States January 28, 2024",AFADSZ7OKQSKFQBW66ADLUGEHJPQ,True,3,Color: Black AnthraciteStyle: Bluetooth speaker
R2NZKKHH2G3N5M,B09NWBZ7T3,4.0 out of 5 stars Bass Surround,Perfect sunshade !!,4,"Bass Surround sound not up to the mark but besides this, sound is damn good!!","Reviewed in the United States October 25, 2023",AH4F6LXKX3NQ65S2HGH6JW2ZZU6Q,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R2MUPAY8LFGI4I,B09NWBZ7T3,4.0 out of 5 stars Great sound,ann,4,Great 360 degree sound quality. Battery life was exceptional! It remains to be seen if that lasts. Downside is cost.,"Reviewed in the United States September 27, 2023",AES3XJTF7I4XXWSHEZEPIV7YWH7A,True,1,Color: GreenStyle: Bluetooth speaker
R1A7KR0J0DLA5B,B09NWBZ7T3,5.0 out of 5 stars Truly amazing sound,Ali Ahmad,5,"I am very impressed, this small speaker got an amazing deep incredible sound, you can adjust the sound to your liking by downloading the B&O app. where you choose your mood I like my sound setting on energy, clear and natural sound energizedI am very happy with my purchase","Reviewed in the United States December 4, 2023",AGMTJQGJNQGFJZWGB7JJDJJL4BFQ,True,2,Color: Black AnthraciteStyle: Bluetooth speaker
R8ZUKB2UC2V3O,B09NWBZ7T3,5.0 out of 5 stars Great sound if you don’t listen to rap,no,5,"To start, if you listen to hip hop or rap, this is not for you. It doesn’t hit deep lows with the boom this genre requiresIf you listen to Jazz, Classical, oldies, rock, or pretty much everything else, this is a very good sounding speaker. It is detailed, clear, and tight sounding. With the app, you can tailor the sound to your liking and for it’s size it fills a room.It’s a little bigger than a can of soup, but it does have amazing presence, especially if it’s near a wall or corner where the sound can reflect off it.There are a bunch of bad reviews out there and I would agree if I listened to Rap where bass drowns out all the detail in music. I perfer to have a more detail and clarity in my music. This isn’t exactly audiophile, but then again, a true audiophile wouldn’t get a bluetoot speaker.","Reviewed in the United States June 24, 2022",AHFC7JRCT72DQVXW2NJWJDBQYLNA,True,20,Color: NavyStyle: Bluetooth speaker
R3EM1LXQNR3VB5,B09NWBZ7T3,5.0 out of 5 stars Excellent sound,SYN,5,"It has been awhile since I’ve bought a B&O product. It lives up to its name. The material is of great quality, not light. The color and workmanship- 5 stars.Excellent sound, easy to connect & a piece of art.","Reviewed in the United States December 26, 2023",AHOBVLKVNILRPHLDXRJNNBTTQRJQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R1KFASXKXXD43D,B09NWBZ7T3,5.0 out of 5 stars I was worried about some bad reviews about sound quality. But I was more than satisfied.,Justin,5,The sound profile is what you buy B&O speakers for. Clarity and heart-touching.,"Reviewed in the United States March 7, 2024",AGEFE4NW6HN4UTPRHQSPHUYTJYHQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R2AU6B990J9JEZ,B09NWBZ7T3,5.0 out of 5 stars Good,Henry,5,Good,"Reviewed in the United States March 26, 2024",AFHYX3LWJAAUBPPIVLQDAUSTBMLQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R22BE8QDBOJEX2,B09NWBZ7T3,5.0 out of 5 stars Excelente,Jorge Costa,5,La presencia de los bajos es difícil de igualar en un equipo de este porte,"Reviewed in the United States February 13, 2024",AHXOHA7CVCO57UGCDJ3PN37KC65A,True,1,Color: Grey MistStyle: Bluetooth speaker
R1LSPDKAFM73SD,B09NWBZ7T3,5.0 out of 5 stars Bang Olufsen does it again.,AndyTheAllegory,5,Have you you ever seen any bad review on Bang & Olufsen products beside their price ? good product cost more.,"Reviewed in the United States January 31, 2024",AETTKO5HIJPPFNOL4HHKAADFFWEQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R1OSPWX5PEN890,B09NWBZ7T3,4.0 out of 5 stars So so,5Points buyer,4,"Sound is good, not as strong as my Bose or JBL but my complaint is it needs to be charged more often than I'd like.","Reviewed in the United States July 17, 2023",AGXMROHGBEBC43XHPOZH7XIGKCHQ,True,5,Color: NavyStyle: Bluetooth speaker
R27ZV60Z8MY3CC,B09NWBZ7T3,5.0 out of 5 stars Great Sound!,Amazon Customer,5,Don’t know why this does not have a higher rating. The sound is powerful from such a little speaker. I give it a A++. Only comment is app is weak but you can run pretty much from your phone without app.,"Reviewed in the United States November 11, 2023",AEDX4XZ2265CPJNEFSWNMDJEC6BA,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
RZE1UKCH90RKI,B09NWBZ7T3,5.0 out of 5 stars Excelente compra!!!,Maricarmen Vera y Aragon,5,"El sonido es inigualable, su tamaño es perfecto para un portátil, lo mejor, el tiempo de duración de la batería y ni hablar del diseño! Bang and Olufsen es lo mejor!","Reviewed in the United States December 30, 2023",AG6JYGGMWJXKVLD3NRHXRJ4YHDLQ,True,2,Color: Grey MistStyle: Bluetooth speaker
RNAHWDDZSDPTW,B09NWBZ7T3,5.0 out of 5 stars Excelente,Alberto Ardila Gonzalez,5,Sin duda la mejor marca de sonido existente en el mercado. Muchas gracias,"Reviewed in the United States February 16, 2024",AGIVM7ZYNMMOA2YHNF7GBO6VP6EQ,True,1,Color: GreenStyle: Bluetooth speaker
R1R5ERM4WEUVMP,B09NWBZ7T3,5.0 out of 5 stars Clear sharp sound,Sona,5,Using it for personal home use … very good output.The app lets one choose settings and access other features,"Reviewed in the United States January 24, 2024",AFRBMUAG4ISQISM2UU2DGZXFZ52A,True,1,Color: Grey MistStyle: Bluetooth speaker
R3PC0BR34QXA52,B09NWBZ7T3,3.0 out of 5 stars Not enough bass,Crane,3,It's a great speaker but for the price I would have wanted more bass,"Reviewed in the United States February 4, 2024",AGM3EXOOD7DUIYVZ6FLGHN72N7VA,True,2,Color: Grey MistStyle: Bluetooth speaker
RMDDMBTL7MGXF,B09NWBZ7T3,"5.0 out of 5 stars Size does not matter, there it's settled.",James Brent Yancey,5,"Great sound, even though I've taken bigger poops than this thing. Right out of the box, connected it up. Note for those who use equalizers in their software, I had made adjustments to mine a while back but did not realize the settings stay even though the window is not open. At first I heard a lot of crackling noises depending on the song and was ready to return. Turning the EQ off made a huge difference, sounds great. I live in a 1000ft house and this thing is clear as a bell everywhere. Have to agree with another user, songs with a lot of bass just wont sound the same.","Reviewed in the United States December 15, 2022",AG5XMV3UZXH3EDSUSD6NUH7EH4RA,True,4,Color: GreenStyle: Bluetooth speaker
R2IRNWQJOZJG5N,B09NWBZ7T3,5.0 out of 5 stars Amazing,Lina Maria Cuadros Llano,5,"This is amazing, the sound, the quality!!! To be a small speaker it works better than others! Totally recommend it!","Reviewed in the United States January 15, 2024",AESB2IMVA2UQLZKO4F3WWJS6CZXA,True,1,Color: Grey MistStyle: Bluetooth speaker
R1OA7ORO1IIFZV,B09NWBZ7T3,5.0 out of 5 stars Nice little portable speaker,Pury C,5,A nice little speaker. Good built quality. Sound is good enough compare to its size.,"Reviewed in the United States January 27, 2024",AHYZO42MNY42WYS42TKMOJAC4QJQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R3HILFPE7OMV7A,B09NWBZ7T3,5.0 out of 5 stars Good little personal speaker,Lilikoa,5,"Some reviews are not so kind to this little speaker, but I found it perfect for personal use in a small room; excellent vocal and mid-tones even the bass is sufficiently balanced for my liking.... i listens to vocal, jazz, chill jazz and some pops. Love the sound coming out from this speaker.","Reviewed in the United States September 9, 2023",AG4XOU7IPV7YYJGV7XBJTZKJ7J7A,True,3,Color: Black AnthraciteStyle: Bluetooth speaker
R2KG9ULU0G8KNI,B09NWBZ7T3,5.0 out of 5 stars The sound quality worth the discount price,Fred,5,Good,"Reviewed in the United States March 9, 2024",AHNXFTMCDGASEBUEK5ZFOALNA7DA,True,1,Color: Grey MistStyle: Bluetooth speaker
ROHJC5FYIZFEH,B09NWBZ7T3,3.0 out of 5 stars UNDERWHELMING,Marcus,3,"PROS: Quality construction, nice design, excellent battery life.CONS: Have to max phone volume to get any real sound out of it. Feels like it was made to be driven by something with more power to achieve good results. Bass is not great, sounds muddy when trying to add more bass.OVERALL: Expected way more from B&O.","Reviewed in the United States September 6, 2023",AEWZGYQ5BQCZ5MBRUZZYVQAYEL2A,True,6,Color: Black AnthraciteStyle: Bluetooth speaker
RZV71H7ECYSW8,B09NWBZ7T3,5.0 out of 5 stars Great sound,Sanjay,5,Great sound. connects to the phone easily,"Reviewed in the United States February 13, 2024",AEA2RN5RPVKJV7VUCFCLOSZWEZJA,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R1R0SXIO3KXQMV,B09NWBZ7T3,3.0 out of 5 stars Average sound quality,Michelle Leus,3,"The B&O Beosound Explore is a good carry around speaker but I wouldn't recommend it for home use. Even in a small room, it sounded a bit muffled and lacked clarity and crisp. I would recommend the Zeppelin Wireless instead. You can only use the Beosound via Bluetooth and not wifi. I like that the app has the radio feature that lets you access radio stations in your area, or even worldwide plus the option to pick a genre. That's an added plus for me. Overall, if you like clarity and clean, crisp notes coming out of your speaker, this isn't the one for you","Reviewed in the United States June 2, 2023",AEL3YJDJX7GRTXJXYEHVEDUM6JFA,True,4,Color: Black AnthraciteStyle: Bluetooth speaker
R2XCFCWP33MBED,B09NWBZ7T3,5.0 out of 5 stars Lacks bass but has a great sound quality for the highs and mids,Narek,5,"So I ordered this speaker because I was recommended by a fellow musician friend.The sound quality is superb, HOWEVER, it lacks on bass, to a point where it’s useless. I’m a musician and I usually don’t want too much of anything, but there is absolutely no bass! And don’t be fooled by the comments recommending to use the app to add more bass, that adds barely anything. So even with blasting the bass on the app all the way up, there is no bass at all. I don’t expect a small speaker like this to have a nice sub level, but having no bass at all, it sounds like only your treble (highs) would play back the music and there is no body to the sound.I still have it 5 stars for overall because they handled the return very professionally.","Reviewed in the United States February 10, 2022",AGTGRFHWPRAVTBBJJOGPW63T46NA,True,6,Color: Black AnthraciteStyle: Bluetooth speaker
R3B0BIJWDBFSVU,B09NWBZ7T3,"5.0 out of 5 stars great little piece, powerful enough",Customer,5,"Love it, connects with no issues and is powerful enough","Reviewed in the United States January 30, 2024",AFYCO7UFI2MIMRHG27G7Z2XGQSLQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R2NSM04K1NPI2,B09NWBZ7T3,5.0 out of 5 stars suena mejor que el promedio de parlantes,diego a.,5,"habiendo leido reviews que tenia malos bajos me preocupe, pero no es asi, tiene bajos aceptables. Es un parlante de bajo costo, mucha calidad y sonido aceptable para el rpesupuesto. Me asombro, no esperaba tanto.","Reviewed in the United States November 2, 2023",AEOJWOVP23QEWAXPGASCOVR7LDEQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R2S5AGAPHU0SY4,B09NWBZ7T3,3.0 out of 5 stars No low frequencies,P. BUTLER,3,"Some reviewers said there is no bass..there is a representation of bass, it just can’t handle low frequencies. Get something like a Blast ultimate ears instead (I have both)..the dynamic range on the blast ultimate eras is night and day with this. No matter what you do with the app with regards setting it to more bass, it simply can’t output low frequencies go forget it. It’s ideal for say a camping holiday in a tent, but seriously get an ultimate ears instead for the patio.","Reviewed in the United States July 4, 2023",AGEDYKRVBSPDISSQAUDBAJIH7UMQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R2Y3EL5LEIX8L6,B09NWBZ7T3,4.0 out of 5 stars Loud and clear,Minik,4,"I bought the black model. As expected, I find it louder and clear compared with with my JBL Clip 2. Unit is a bit heavier. Battery also last longer.","Reviewed in the United States May 25, 2023",AEXTMDPKXNY5S56UVYNIZIUVSJKA,True,2,Color: Black AnthraciteStyle: Bluetooth speaker
ROFMGSLLC1ROS,B09NWBZ7T3,4.0 out of 5 stars As per description,Amazon Customer,4,"Missing the bass, rest ok.","Reviewed in the United States August 27, 2023",AE6T5IKRLDSOVT2BTFQRMPGXWJWA,True,3,Color: Black AnthraciteStyle: Bluetooth speaker
R28Z1H9J1I5WJM,B09NWBZ7T3,5.0 out of 5 stars Great Sound !!,Gina S.,5,Contemporary is looks and has a nice equalizer built into the app to manipulate your preferences in sound output.,"Reviewed in the United States December 27, 2023",AFIQ56CPM52MRGK2KSIIABJVZXSQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R1UOW0V9KMY8OQ,B09NWBZ7T3,5.0 out of 5 stars Excellent sound quality. Nice compact size,Carol McGeehan/LUVANTIQS,5,Excellent sound quality. Nice compact size!,"Reviewed in the United States February 1, 2024",AFJY33M4SXQZSEE2A3HNRIS7RD7A,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
RG4W03OFRY24D,B09NWBZ7T3,5.0 out of 5 stars Good sound overall,Manuel,5,"This speaker comes in a small package perfect for hiking or doing outdoor activities and it does all that without losing the sound quality, and the battery last long.","Reviewed in the United States October 26, 2023",AGDHBB2UQQJG4267JTV7NJ7GTX2Q,True,1,Color: Grey MistStyle: Bluetooth speaker
R2N9GZ6YLXIHZ6,B09NWBZ7T3,1.0 out of 5 stars Don’t waste money in B&O crappy products,DMONVE,1,"I recently purchased a Bang & Olufsen speaker, attracted by its sleek design and premium external materials. Initially, I was impressed by its aesthetics. However, my experience quickly soured as the battery stopped working, making it the fifth quality problem I've encountered with a product from this brand.In all honesty, I found this Bang & Olufsen speaker to be disappointing. The brand's reputation suggests top-tier products, but this speaker left much to be desired. The fact that this is my fifth quality problem with a Bang & Olufsen product strongly suggests a recurring issue with their quality control and reliability.While the designs and external materials are undeniably cool and visually appealing, it's clear that the internal components don't match up. When it comes to speakers, the sound quality is paramount, and in this aspect, I was underwhelmed. The claim that older products from competitors like Bose, Marshall, JBL, and Sony perform better and offer superior sound quality even with cheaper exterior materials holds weight based on my experience.In conclusion, I would caution potential buyers to think twice before investing in expensive products from the Bang & Olufsen brand. While they excel in aesthetics, the quality and performance of their speakers may not meet your expectations, and the fact that this is my fifth quality problem with their products suggests a larger issue within the brand. There are more reliable alternatives available in the market.","Reviewed in the United States October 25, 2023",AGR7LJUYQZ5HEIV24E6S6WXHSUTQ,True,12,Color: GreenStyle: Bluetooth speaker
R18G2DQMKPX6SF,B09NWBZ7T3,2.0 out of 5 stars disappointing,Tropix,2,I have always liked this brand until now. The speaker is not loud. It sounds tinny and it only lasts for six hours not 27 hours. I am very disappointed.,"Reviewed in the United States May 2, 2024",AGQK5YHVVRZUOUO2FGMW6VN4ADEA,True,1,Color: GreenStyle: Bluetooth speaker
R3H0A0BM36NVLU,B09NWBZ7T3,4.0 out of 5 stars Buen sonido,Mario José Suazo,4,Para ser un bluetooth está bien,"Reviewed in the United States July 11, 2023",AFCIKYCCKGWSEORURRKQWVG73KXA,True,3,Color: NavyStyle: Bluetooth speaker
R2KEW52BOFXE1Q,B09NWBZ7T3,5.0 out of 5 stars Perfect sound,Anonymous99,5,Perfect sound for a small room. Looks very nice and sleek.,"Reviewed in the United States December 24, 2023",AF4UB5BAO67YKV5COA5N7LUKTGDQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R1FCGKWLWBGL1J,B09NWBZ7T3,5.0 out of 5 stars Beautiful product!,Vicky,5,Beautifully crafted.,"Reviewed in the United States January 13, 2024",AEVCZT2V5IG765ZLZBBH745C475Q,True,1,Color: ChestnutStyle: Bluetooth speaker
R3VO5U12FR08F9,B09NWBZ7T3,5.0 out of 5 stars Proper sound,Gaobuna,5,Just as described.. thank you so much,"Reviewed in the United States December 11, 2023",AFAYD6IBBF22LAD2ZVNXEZSJHLAQ,True,1,Color: ChestnutStyle: Bluetooth speaker
R5I3OPBCOGG6M,B09NWBZ7T3,"5.0 out of 5 stars the clarity of the sound, perfect",Jose,5,perfect,"Reviewed in the United States January 5, 2024",AGNQ7QOFXZAY5R3FSGHFOX7USPSQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R2ICSVTYIPG0CY,B09NWBZ7T3,5.0 out of 5 stars Great sound,Michael Paul Kaczkowski,5,Great sound. A little heavy but has a good bass. And the design looks good too.,"Reviewed in the United States September 27, 2023",AGNEHRARPHRJFENG33AQ6V44L3DQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
RG1QAGEDUMB2W,B09NWBZ7T3,5.0 out of 5 stars Traveling Speaker,Bryan Mason,5,"This did everything I needed and more for me. Beach, bathroom, roof of the car to child’s play. I love it. Great sound depth.","Reviewed in the United States August 24, 2023",AECLKDY26IFDSO32RSLUT2CAJSKQ,True,3,Color: Black AnthraciteStyle: Bluetooth speaker
R1NGGXJYZWKQ4X,B09NWBZ7T3,2.0 out of 5 stars Heavy with mediocre volume,Exceed Health Clinic,2,"Midrange is good and that’s about it. Not competitive with less expensive speaker battery life and volume, especially base.","Reviewed in the United States April 9, 2024",AHXAIMVJZBZBU3YBOQSDAJJVF4AQ,True,1,Color: Grey MistStyle: Bluetooth speaker
R2IHOGJHR0PYO1,B09NWBZ7T3,4.0 out of 5 stars You pay the Brand. A nice product with some flaw,Laurent,4,"The sound is good, pairing is easy. You do not see the battery level like you usually do on iPhones with BT devices. Pretty little device with a nice metal touch.","Reviewed in the United States December 16, 2022",AFJYFOBO5MESRKBRTCXJECYZJRZQ,True,3,Color: Black AnthraciteStyle: Bluetooth speaker
RE6SWFM3RZT1Q,B09NWBZ7T3,5.0 out of 5 stars Form meets function,Jason C.,5,"Beautiful, loud, and crystal-clear. Classic Bang & Olufsen. It even feels expensive, even though the price is phenomenal.","Reviewed in the United States August 31, 2023",AFJZDOIEDPRTAWBM34YWR7TSHKYQ,True,2,Color: Black AnthraciteStyle: Bluetooth speaker
R24MZVY8NWBDVZ,B09NWBZ7T3,4.0 out of 5 stars Good overall purchase,AL,4,Really clear sound the cost was kind of high,"Reviewed in the United States March 29, 2023",AH7JOTOQOVSJ4MDMCSLZYKKKDY4Q,True,4,Color: Black AnthraciteStyle: Bluetooth speaker
R8J2CH13DVP1R,B09NWBZ7T3,5.0 out of 5 stars Great little speaker,Babipuffin,5,My son loves it and listens to his music on the patio. It is small enough to transport anywhere.,"Reviewed in the United States August 29, 2023",AGKRPG6PYFQSHOMSM5EIGC2ACYNQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R2NVY9YVV7OUW1,B09NWBZ7T3,4.0 out of 5 stars Perfect but it is ONLY for BLU TOOTH Not any other extension function,A Movie Lover,4,just good but I regret that this has only Blu tooth function only,"Reviewed in the United States February 15, 2023",AHMT2OKP574BDRERI6NLORVMJ3GQ,True,3,Color: GreenStyle: Bluetooth speaker
RG6EMUFDSBX44,B09NWBZ7T3,5.0 out of 5 stars Great quality,Amazon Customer,5,Good sound,"Reviewed in the United States November 16, 2023",AG6Z2YDXDUSZ7AHZM5QPYS5LGP5Q,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
RKSB37CO63NX8,B09NWBZ7T3,3.0 out of 5 stars Average BT Speaker,Josh H,3,had Bose speaker before and was initially impressed w product after using it at a hotel. Finally bought one - disappointed to with this speaker and expected way better coming from B&O.,"Reviewed in the United States June 3, 2023",AFDY4TO3WE2DUVLTADBWRGXADVGA,True,2,Color: ChestnutStyle: Bluetooth speaker
R21KOP9BTQMOCN,B09NWBZ7T3,2.0 out of 5 stars Not loud,Jonathan,2,This speaker is not very powerful. I expected more from B&O.,"Reviewed in the United States April 5, 2024",AFEMKIMHJUIK65WR5PUQJR4XGMDQ,True,1,Color: NavyStyle: Bluetooth speaker
R3B1Q8V11QT5EB,B09NWBZ7T3,5.0 out of 5 stars Great quality,Olaf Normark,5,"Great sound, quality and look. Easy to take it to the beach, etc","Reviewed in the United States August 21, 2023",AHT7BDYDCJNBESTQYE3BJE3KLGXA,True,1,Color: NavyStyle: Bluetooth speaker
R389ZVLO50FRQ9,B09NWBZ7T3,5.0 out of 5 stars Buen sonido,Amazon Customer,5,Exelente producto,"Reviewed in the United States October 28, 2023",AFRKECRZIPIHMNXCDYEWCMOGSETQ,True,1,Color: Black AnthraciteStyle: Bluetooth speaker
R3QDU9VBS0KX8F,B09NWBZ7T3,3.0 out of 5 stars Illusive,Wes,3,"Like the design a lot,but the B&O quality just isn’t there! I read from Amazon another review on this unit that was spot on!(he gave a 3 too)regrettably your paying for the name.Go Bose for a true upgrade!","Reviewed in the United States May 5, 2023",AEHMFZ572QOFNXOKEMDZPYWFUHLQ,True,4,Color: Black AnthraciteStyle: Bluetooth speaker
